One more pseudo generalization and I'm giving up.,1
One more pseudo generalization or I'm giving up.,1
The more we study verbs the crazier they get.,1
Day by day the facts are getting murkier.,1
I'll fix you a drink.,1
Fred watered the plants flat.,1
Bill coughed his way out of the restaurant.,1
We're dancing the night away.,1
Herman hammered the metal flat.,1
The critics laughed the play off the stage.,1
The pond froze solid.,1
Bill rolled out of the room.,1
The gardener watered the flowers flat.,1
The gardener watered the flowers.,1
Bill broke the bathtub into pieces.,1
Bill broke the bathtub.,1
They drank the pub dry.,1
The professor talked us into a stupor.,1
We yelled ourselves hoarse.,1
Harry coughed himself into a fit.,1
Bill followed the road into the forest.,1
We drove Highway 5 from SD to SF.,1
Fred tracked the leak to its source.,1
John danced waltzes across the room.,1
Bill urinated out the window.,1
Bill coughed out the window.,1
Bill bled on the floor.,1
The toilet leaked through the floor into the kitchen below.,1
Bill ate off the floor.,1
Bill drank from the hose.,1
This metal hammers flat easily.,1
They made him president.,1
They made him angry.,1
They made him into a monster.,1
The trolley rumbled through the tunnel.,1
The wagon rumbled down the road.,1
The bullets whistled past the house.,1
The knee replacement candidate groaned up the stairs.,1
The dog barked its way out of the room.,1
Bill whistled his way past the house.,1
The witch vanished into the forest.,1
Bill disappeared down the road.,1
The witch went into the forest and thereby vanished.,1
The building is tall and wide.,1
This building is taller and wider than that one.,1
This building got taller and wider than that one.,1
This building got taller and taller.,1
Bill floated into the cave.,1
Bill floated down the river for hours.,1
Bill floated down the river.,1
Bill pushed Harry along the trail for hours.,1
Bill pushed Harry along the trail.,1
The road zigzagged down the hill.,1
The rope stretched over the pulley.,1
The weights stretched the rope over the pulley.,1
The weights kept the rope stretched over the pulley.,1
Sam cut himself free.,1
Sam got free by cutting his finger.,1
Bill cried himself to sleep.,1
Bill squeezed himself through the hole.,1
Bill sang himself to sleep.,1
Bill squeezed the puppet through the hole.,1
Bill sang Sue to sleep.,1
If the telephone rang it could ring itself silly.,1
The tiger bled to death.,1
He coughed awake and we were all overjoyed especially Sierra.,1
John coughed awake rubbing his nose and cursing under his breath.,1
John coughed himself awake on the bank of the lake where he and Bill had their play.,1
Ron yawned himself awake.,1
She coughed herself awake as the leaf landed on her nose.,1
The worm wriggled onto the carpet.,1
The chocolate melted onto the carpet.,1
Bill wriggled himself loose.,1
Aliza wriggled her tooth loose.,1
The off center spinning flywheel shook itself loose.,1
The more you eat the less you want.,1
If you eat more you want correspondingly less.,1
When you eat more you want correspondingly less.,1
As you eat more you want correspondingly less.,1
The angrier Sue gets the more Fred admires her.,1
The more that you eat the less that you want.,1
The angrier that Sue gets the more that Fred admires her.,1
I think that the more you eat the less you want.,1
I'm not shocked by the idea that the more you eat the less you want.,1
It is obvious that the more you eat the less you want.,1
It is not entirely clear if the more you eat the less you want.,1
I want to explain exactly why the more you eat the less you want.,1
I demand that the more John eats the more he pays.,1
I demand that John pay more the more he eats.,1
You get angrier the more we eat don't you.,1
